symbol,exchange,timestamp,funding_rate
PRCLUSDT,gateio,2025-05-31T08:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-31T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-31T00:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-31T00:00:00Z,0.000098
PRCLUSDT,gateio,2025-05-30T16:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-30T16:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-30T08:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-30T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-30T00:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-30T00:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-29T16:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-29T16:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-29T08:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-29T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-29T00:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-29T00:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-28T16:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-28T16:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-28T08:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-28T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-28T00:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-28T00:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-27T16:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-27T16:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-27T08:00:00Z,-0.000003
PRCLUSDT,bitget,2025-05-27T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-27T00:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-27T00:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-26T16:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-26T16:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-26T08:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-26T08:00:00Z,0.0001
PRCLUSDT,gateio,2025-05-26T04:00:00Z,0.00005
PRCLUSDT,bitget,2025-05-26T00:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-25T16:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-25T08:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-25T00:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-24T16:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-24T08:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-24T00:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-23T16:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-23T08:00:00Z,0.0001
PRCLUSDT,bitget,2025-05-23T00:00:00Z,0.0001
PRAIUSDT,gateio,2025-06-25T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-25T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-24T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-24T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-24T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-24T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-24T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-24T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-23T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-23T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-23T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-23T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-23T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-23T00:00:00Z,0.00013
PRAIUSDT,gateio,2025-06-22T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-22T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-22T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-22T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-22T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-22T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-21T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-21T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-21T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-21T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-21T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-21T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-20T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-20T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-20T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-20T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-20T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-20T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-19T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-19T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-19T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-19T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-19T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-19T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-18T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-18T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-18T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-18T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-18T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-18T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-17T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-17T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-17T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-17T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-17T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-17T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-16T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-16T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-16T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-16T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-16T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-16T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-15T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-15T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-15T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-15T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-15T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-15T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-14T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-14T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-14T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-14T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-14T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-14T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-13T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-13T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-13T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-13T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-13T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-13T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-12T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-12T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-12T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-12T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-12T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-12T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-11T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-11T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-11T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-11T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-11T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-11T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-10T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-10T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-10T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-10T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-10T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-10T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-09T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-09T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-09T08:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-09T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-09T00:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-09T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-08T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-08T16:00:00Z,0.00005
PRAIUSDT,bitget,2025-06-08T12:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-08T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-08T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-07T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-07T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-07T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-06T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-06T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-06T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-05T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-05T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-05T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-04T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-04T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-04T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-03T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-03T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-03T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-02T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-02T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-02T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-01T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-01T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-06-01T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-31T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-31T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-31T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-30T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-30T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-30T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-29T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-29T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-29T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-28T16:00:00Z,0.000409
PRAIUSDT,gateio,2025-05-28T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-28T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-27T16:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-27T08:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-27T00:00:00Z,0.00005
PRAIUSDT,gateio,2025-05-26T16:00:00Z,0.000207
PRAIUSDT,gateio,2025-05-26T08:00:00Z,0.00088
PRAIUSDT,gateio,2025-05-26T04:00:00Z,0.000286
POWRUSDT,gateio,2025-06-25T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-25T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-24T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-24T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-24T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-24T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-24T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-24T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-23T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-23T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-23T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-23T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-23T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-23T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-22T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-22T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-22T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-22T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-22T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-22T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-21T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-21T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-21T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-21T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-21T00:00:00Z,-0.00003
POWRUSDT,bitget,2025-06-21T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-20T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-20T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-20T08:00:00Z,-0.000699
POWRUSDT,bitget,2025-06-20T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-20T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-20T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-19T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-19T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-19T08:00:00Z,-0.001074
POWRUSDT,bitget,2025-06-19T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-19T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-19T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-18T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-18T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-18T08:00:00Z,-0.000398
POWRUSDT,bitget,2025-06-18T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-18T00:00:00Z,0.000028
POWRUSDT,bitget,2025-06-18T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-17T16:00:00Z,0.000024
POWRUSDT,bitget,2025-06-17T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-17T08:00:00Z,-0.000352
POWRUSDT,bitget,2025-06-17T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-17T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-17T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-16T16:00:00Z,0
POWRUSDT,bitget,2025-06-16T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-16T08:00:00Z,-0.000088
POWRUSDT,bitget,2025-06-16T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-16T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-16T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-15T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-15T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-15T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-15T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-15T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-15T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-14T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-14T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-14T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-14T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-14T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-14T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-13T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-13T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-13T08:00:00Z,0.000038
POWRUSDT,bitget,2025-06-13T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-13T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-13T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-12T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-12T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-12T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-12T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-12T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-12T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-11T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-11T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-11T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-11T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-11T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-11T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-10T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-10T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-10T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-10T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-10T00:00:00Z,0.00005
POWRUSDT,bitget,2025-06-10T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-09T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-09T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-09T08:00:00Z,0.00005
POWRUSDT,bitget,2025-06-09T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-09T00:00:00Z,-0.000014
POWRUSDT,bitget,2025-06-09T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-08T16:00:00Z,0.00001
POWRUSDT,bitget,2025-06-08T16:00:00Z,0.00005
POWRUSDT,bitget,2025-06-08T12:00:00Z,0.00005
POWRUSDT,gateio,2025-06-08T08:00:00Z,-0.000216
POWRUSDT,gateio,2025-06-08T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-07T16:00:00Z,0.000012
POWRUSDT,gateio,2025-06-07T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-07T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-06T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-06T08:00:00Z,0.00005
POWRUSDT,gateio,2025-06-06T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-05T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-05T08:00:00Z,-0.000273
POWRUSDT,gateio,2025-06-05T00:00:00Z,0.00005
POWRUSDT,gateio,2025-06-04T16:00:00Z,0.00005
POWRUSDT,gateio,2025-06-04T08:00:00Z,-0.000171
POWRUSDT,gateio,2025-06-04T00:00:00Z,-0.00005
POWRUSDT,gateio,2025-06-03T16:00:00Z,-0.000162
POWRUSDT,gateio,2025-06-03T08:00:00Z,-0.000232
POWRUSDT,gateio,2025-06-03T00:00:00Z,-0.000525
POWRUSDT,gateio,2025-06-02T16:00:00Z,-0.000192
POWRUSDT,gateio,2025-06-02T08:00:00Z,-0.000079
POWRUSDT,gateio,2025-06-02T00:00:00Z,-0.000428
POWRUSDT,gateio,2025-06-01T16:00:00Z,0.000049
POWRUSDT,gateio,2025-06-01T08:00:00Z,-0.000108
POWRUSDT,gateio,2025-06-01T00:00:00Z,-0.000312
POWRUSDT,gateio,2025-05-31T16:00:00Z,-0.000099
POWRUSDT,gateio,2025-05-31T08:00:00Z,-0.000129
POWRUSDT,gateio,2025-05-31T00:00:00Z,0.000045
POWRUSDT,gateio,2025-05-30T16:00:00Z,0.00005
POWRUSDT,gateio,2025-05-30T08:00:00Z,0.00005
POWRUSDT,gateio,2025-05-30T00:00:00Z,0.00005
POWRUSDT,gateio,2025-05-29T16:00:00Z,0.00005
POWRUSDT,gateio,2025-05-29T08:00:00Z,0.00005
POWRUSDT,gateio,2025-05-29T00:00:00Z,0.00005
POWRUSDT,gateio,2025-05-28T16:00:00Z,0.00005
POWRUSDT,gateio,2025-05-28T08:00:00Z,-0.000028
POWRUSDT,gateio,2025-05-28T00:00:00Z,0.00005
POWRUSDT,gateio,2025-05-27T16:00:00Z,0.00005
POWRUSDT,gateio,2025-05-27T08:00:00Z,0.00005
POWRUSDT,gateio,2025-05-27T00:00:00Z,-0.00015
POWRUSDT,gateio,2025-05-26T16:00:00Z,0.00005
POWRUSDT,gateio,2025-05-26T08:00:00Z,-0.000067
POWRUSDT,gateio,2025-05-26T04:00:00Z,-0.00045
PORTALUSDT,gateio,2025-06-25T00:00:00Z,0.000011
PORTALUSDT,bitget,2025-06-25T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-24T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-24T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-24T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-24T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-24T00:00:00Z,0.000649
PORTALUSDT,bitget,2025-06-24T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-23T16:00:00Z,0.000228
PORTALUSDT,bitget,2025-06-23T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-23T08:00:00Z,0.000657
PORTALUSDT,bitget,2025-06-23T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-23T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-23T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-22T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-22T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-22T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-22T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-22T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-22T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-21T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-21T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-21T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-21T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-21T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-21T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-20T16:00:00Z,0.000097
PORTALUSDT,bitget,2025-06-20T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-20T08:00:00Z,0.000028
PORTALUSDT,bitget,2025-06-20T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-20T00:00:00Z,-0.000757
PORTALUSDT,bitget,2025-06-20T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-19T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-19T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-19T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-19T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-19T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-19T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-18T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-18T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-18T08:00:00Z,-0.000413
PORTALUSDT,bitget,2025-06-18T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-18T00:00:00Z,0.00004
PORTALUSDT,bitget,2025-06-18T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-17T16:00:00Z,-0.000075
PORTALUSDT,bitget,2025-06-17T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-17T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-17T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-17T00:00:00Z,-0.000462
PORTALUSDT,bitget,2025-06-17T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-16T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-16T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-16T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-16T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-16T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-16T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-15T16:00:00Z,0.00021
PORTALUSDT,bitget,2025-06-15T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-15T08:00:00Z,0.000265
PORTALUSDT,bitget,2025-06-15T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-15T00:00:00Z,0.00093
PORTALUSDT,bitget,2025-06-15T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-14T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-14T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-14T08:00:00Z,0.00034
PORTALUSDT,bitget,2025-06-14T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-14T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-14T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-13T16:00:00Z,0.000029
PORTALUSDT,bitget,2025-06-13T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-13T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-13T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-13T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-13T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-12T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-12T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-12T08:00:00Z,-0.000622
PORTALUSDT,bitget,2025-06-12T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-12T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-12T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-11T16:00:00Z,0.000663
PORTALUSDT,bitget,2025-06-11T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-11T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-11T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-11T00:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-11T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-10T16:00:00Z,0.00021
PORTALUSDT,bitget,2025-06-10T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-10T08:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-10T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-10T00:00:00Z,0.000219
PORTALUSDT,bitget,2025-06-10T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-09T16:00:00Z,-0.000906
PORTALUSDT,bitget,2025-06-09T16:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-09T08:00:00Z,-0.000442
PORTALUSDT,bitget,2025-06-09T08:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-09T00:00:00Z,-0.001031
PORTALUSDT,bitget,2025-06-09T00:00:00Z,0.00005
PORTALUSDT,gateio,2025-06-08T16:00:00Z,0.00005
PORTALUSDT,bitget,2025-06-08T16:00:00Z,0.00005
